,category,variable,value,year
2412,Personal services,points_r1_2020,270.0,2020
2413,Welfare,points_r1_2020,272.0,2020
2414,Agriculture,points_r1_2020,377.0,2020
2415,Welfare,points_r1_2020,270.0,2020
2416,Business and administration,points_r1_2020,271.0,2020
2417,Personal services,points_r1_2020,217.0,2020
2418,Architecture and construction,points_r1_2020,279.0,2020
2419,Arts,points_r1_2020,,2020
2420,Information and Communication Technologies (ICTs),points_r1_2020,279.0,2020
2421,Information and Communication Technologies (ICTs),points_r1_2020,271.0,2020
2422,Personal services,points_r1_2020,270.0,2020
2423,Engineering and engineering trades,points_r1_2020,253.0,2020
2424,,points_r1_2020,,2020
2425,,points_r1_2020,,2020
2426,Welfare,points_r1_2020,271.0,2020
2427,,points_r1_2020,,2020
2428,Business and administration,points_r1_2021,294.0,2021
2429,Humanities (except languages),points_r1_2021,271.0,2021
2430,Arts,points_r1_2021,554.0,2021
2431,Arts,points_r1_2021,538.0,2021
2432,Arts,points_r1_2021,505.0,2021
2433,Education,points_r1_2021,591.0,2021
2434,Arts,points_r1_2021,514.0,2021
2435,Arts,points_r1_2021,760.0,2021
2436,Arts,points_r1_2021,413.0,2021
2437,Arts,points_r1_2021,337.0,2021
2438,Arts,points_r1_2021,738.0,2021
2439,Information and Communication Technologies (ICTs),points_r1_2021,444.0,2021
2440,Information and Communication Technologies (ICTs),points_r1_2021,300.0,2021
2441,Information and Communication Technologies (ICTs),points_r1_2021,313.0,2021
2442,Information and Communication Technologies (ICTs),points_r1_2021,350.0,2021
2443,Information and Communication Technologies (ICTs),points_r1_2021,321.0,2021
2444,Architecture and construction,points_r1_2021,328.0,2021
2445,Architecture and construction,points_r1_2021,,2021
2446,Manufacturing and processing,points_r1_2021,327.0,2021
2447,Health,points_r1_2021,451.0,2021
2448,Health,points_r1_2021,440.0,2021
2449,,points_r1_2021,356.0,2021
2450,Health,points_r1_2021,346.0,2021
2451,Personal services,points_r1_2021,357.0,2021
2452,Biological and related sciences,points_r1_2021,324.0,2021
2453,Biological and related sciences,points_r1_2021,325.0,2021
2454,Physical sciences,points_r1_2021,346.0,2021
2455,Health,points_r1_2021,477.0,2021
2456,Biological and related sciences,points_r1_2021,338.0,2021
2457,Health,points_r1_2021,306.0,2021
2458,,points_r1_2021,297.0,2021
2459,Business and administration,points_r1_2021,309.0,2021
2460,Law,points_r1_2021,302.0,2021
2461,Business and administration,points_r1_2021,336.0,2021
2462,Personal services,points_r1_2021,300.0,2021
2463,Personal services,points_r1_2021,309.0,2021
2464,Business and administration,points_r1_2021,304.0,2021
2465,,points_r1_2021,308.0,2021
2466,Welfare,points_r1_2021,301.0,2021
2467,Arts,points_r1_2021,575.0,2021
2468,Arts,points_r1_2021,747.0,2021
2469,Welfare,points_r1_2021,306.0,2021
2470,Social and behavioural sciences,points_r1_2021,484.0,2021
2471,,points_r1_2021,,2021
2472,Education,points_r1_2021,542.0,2021
2473,Education,points_r1_2021,464.0,2021
2474,Education,points_r1_2021,463.0,2021
2475,Business and administration,points_r1_2021,378.0,2021
2476,Biological and related sciences,points_r1_2021,440.0,2021
2477,Health,points_r1_2021,440.0,2021
2478,Health,points_r1_2021,387.0,2021
2479,,points_r1_2021,,2021
2480,,points_r1_2021,,2021
2481,,points_r1_2021,,2021
2482,,points_r1_2021,,2021
2483,,points_r1_2021,,2021
2484,,points_r1_2021,,2021
2485,,points_r1_2021,,2021
2486,,points_r1_2021,,2021
2487,,points_r1_2021,,2021
2488,,points_r1_2021,,2021
2489,,points_r1_2021,,2021
2490,,points_r1_2021,,2021
2491,,points_r1_2021,,2021
2492,,points_r1_2021,,2021
2493,,points_r1_2021,,2021
2494,,points_r1_2021,,2021
2495,,points_r1_2021,,2021
2496,,points_r1_2021,,2021
2497,,points_r1_2021,210.0,2021
2498,Welfare,points_r1_2021,292.0,2021
2499,Welfare,points_r1_2021,290.0,2021
2500,Welfare,points_r1_2021,325.0,2021
2501,,points_r1_2021,,2021
2502,Arts,points_r1_2021,300.0,2021
2503,Social and behavioural sciences,points_r1_2021,434.0,2021
2504,Arts,points_r1_2021,339.0,2021
2505,Arts,points_r1_2021,421.0,2021
2506,Humanities (except languages),points_r1_2021,312.0,2021
2507,Languages,points_r1_2021,440.0,2021
2508,Languages,points_r1_2021,367.0,2021
2509,Languages,points_r1_2021,488.0,2021
2510,Welfare,points_r1_2021,409.0,2021
2511,Arts,points_r1_2021,371.0,2021
2512,Social and behavioural sciences,points_r1_2021,464.0,2021
2513,Welfare,points_r1_2021,,2021
2514,Welfare,points_r1_2021,,2021
2515,Arts,points_r1_2021,347.0,2021
2516,Social and behavioural sciences,points_r1_2021,544.0,2021
2517,Social and behavioural sciences,points_r1_2021,499.0,2021
2518,Social and behavioural sciences,points_r1_2021,399.0,2021
2519,Humanities (except languages),points_r1_2021,308.0,2021
2520,Education,points_r1_2021,473.0,2021
2521,Education,points_r1_2021,564.0,2021
2522,Business and administration,points_r1_2021,500.0,2021
2523,Business and administration,points_r1_2021,553.0,2021
2524,Information and Communication Technologies (ICTs),points_r1_2021,455.0,2021
2525,Business and administration,points_r1_2021,566.0,2021
2526,Business and administration,points_r1_2021,465.0,2021
2527,Business and administration,points_r1_2021,466.0,2021
2528,Business and administration,points_r1_2021,423.0,2021
2529,Business and administration,points_r1_2021,488.0,2021
2530,Business and administration,points_r1_2021,507.0,2021
2531,Business and administration,points_r1_2021,385.0,2021
2532,Social and behavioural sciences,points_r1_2021,445.0,2021
2533,Business and administration,points_r1_2021,466.0,2021
2534,Social and behavioural sciences,points_r1_2021,332.0,2021
2535,Law,points_r1_2021,533.0,2021
2536,Law,points_r1_2021,545.0,2021
2537,Law,points_r1_2021,588.0,2021
2538,Law,points_r1_2021,589.0,2021
2539,Information and Communication Technologies (ICTs),points_r1_2021,503.0,2021
2540,Biological and related sciences,points_r1_2021,555.0,2021
2541,Biological and related sciences,points_r1_2021,500.0,2021
2542,Biological and related sciences,points_r1_2021,543.0,2021
2543,Physical sciences,points_r1_2021,532.0,2021
2544,Mathematics and statistics,points_r1_2021,566.0,2021
2545,Physical sciences,points_r1_2021,566.0,2021
2546,Physical sciences,points_r1_2021,465.0,2021
2547,Information and Communication Technologies (ICTs),points_r1_2021,531.0,2021
2548,Agriculture,points_r1_2021,506.0,2021
2549,Biological and related sciences,points_r1_2021,555.0,2021
2550,Manufacturing and processing,points_r1_2021,463.0,2021
2551,Engineering and engineering trades,points_r1_2021,510.0,2021
2552,Architecture and construction,points_r1_2021,543.0,2021
2553,Health,points_r1_2021,738.0,2021
2554,Health,points_r1_2021,625.0,2021
2555,Health,points_r1_2021,613.0,2021
2556,Health,points_r1_2021,601.0,2021
2557,Health,points_r1_2021,568.0,2021
2558,Health,points_r1_2021,500.0,2021
2559,Health,points_r1_2021,578.0,2021
2560,Health,points_r1_2021,498.0,2021
2561,Health,points_r1_2021,565.0,2021
2562,Health,points_r1_2021,455.0,2021
2563,Health,points_r1_2021,431.0,2021
2564,Health,points_r1_2021,509.0,2021
2565,Health,points_r1_2021,60.0,2021
2566,,points_r1_2021,,2021
2567,,points_r1_2021,,2021
2568,,points_r1_2021,,2021
2569,Education,points_r1_2021,508.0,2021
2570,Education,points_r1_2021,462.0,2021
2571,Education,points_r1_2021,513.0,2021
2572,Education,points_r1_2021,480.0,2021
2573,Education,points_r1_2021,382.0,2021
2574,Education,points_r1_2021,317.0,2021
2575,Engineering and engineering trades,points_r1_2021,443.0,2021
2576,Information and Communication Technologies (ICTs),points_r1_2021,431.0,2021
2577,Engineering and engineering trades,points_r1_2021,434.0,2021
2578,Architecture and construction,points_r1_2021,396.0,2021
2579,Transport services,points_r1_2021,336.0,2021
2580,Arts,points_r1_2021,390.0,2021
2581,Information and Communication Technologies (ICTs),points_r1_2021,365.0,2021
2582,Arts,points_r1_2021,904.0,2021
2583,Arts,points_r1_2021,1028.0,2021
2584,Arts,points_r1_2021,525.0,2021
2585,Business and administration,points_r1_2021,350.0,2021
2586,Arts,points_r1_2021,450.0,2021
2587,Arts,points_r1_2021,400.0,2021
2588,Arts,points_r1_2021,435.0,2021
2589,Physical sciences,points_r1_2021,260.0,2021
2590,Information and Communication Technologies (ICTs),points_r1_2021,347.0,2021
2591,Biological and related sciences,points_r1_2021,590.0,2021
2592,Biological and related sciences,points_r1_2021,466.0,2021
2593,Health,points_r1_2021,425.0,2021
2594,Biological and related sciences,points_r1_2021,473.0,2021
2595,Physical sciences,points_r1_2021,327.0,2021
2596,Physical sciences,points_r1_2021,301.0,2021
2597,Environment,points_r1_2021,262.0,2021
2598,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,368.0,2021
2599,Business and administration,points_r1_2021,315.0,2021
2600,Business and administration,points_r1_2021,290.0,2021
2601,Business and administration,points_r1_2021,279.0,2021
2602,Personal services,points_r1_2021,402.0,2021
2603,,points_r1_2021,410.0,2021
2604,Education,points_r1_2021,409.0,2021
2605,Engineering and engineering trades,points_r1_2021,475.0,2021
2606,Environment,points_r1_2021,320.0,2021
2607,Health,points_r1_2021,444.0,2021
2608,Architecture and construction,points_r1_2021,375.0,2021
2609,Architecture and construction,points_r1_2021,431.0,2021
2610,Architecture and construction,points_r1_2021,375.0,2021
2611,Architecture and construction,points_r1_2021,300.0,2021
2612,Engineering and engineering trades,points_r1_2021,342.0,2021
2613,Engineering and engineering trades,points_r1_2021,329.0,2021
2614,Arts,points_r1_2021,280.0,2021
2615,Personal services,points_r1_2021,246.0,2021
2616,Arts,points_r1_2021,609.0,2021
2617,,points_r1_2021,518.0,2021
2618,Arts,points_r1_2021,,2021
2619,Arts,points_r1_2021,,2021
2620,Arts,points_r1_2021,,2021
2621,Arts,points_r1_2021,,2021
2622,Information and Communication Technologies (ICTs),points_r1_2021,242.0,2021
2623,Business and administration,points_r1_2021,253.0,2021
2624,Business and administration,points_r1_2021,307.0,2021
2625,Welfare,points_r1_2021,260.0,2021
2626,Arts,points_r1_2021,700.0,2021
2627,Personal services,points_r1_2021,292.0,2021
2628,Welfare,points_r1_2021,250.0,2021
2629,Agriculture,points_r1_2021,270.0,2021
2630,Arts,points_r1_2021,270.0,2021
2631,Biological and related sciences,points_r1_2021,266.0,2021
2632,Biological and related sciences,points_r1_2021,307.0,2021
2633,Personal services,points_r1_2021,430.0,2021
2634,Personal services,points_r1_2021,388.0,2021
2635,Health,points_r1_2021,451.0,2021
2636,Information and Communication Technologies (ICTs),points_r1_2021,272.0,2021
2637,Information and Communication Technologies (ICTs),points_r1_2021,295.0,2021
2638,Information and Communication Technologies (ICTs),points_r1_2021,293.0,2021
2639,Information and Communication Technologies (ICTs),points_r1_2021,292.0,2021
2640,Information and Communication Technologies (ICTs),points_r1_2021,291.0,2021
2641,Architecture and construction,points_r1_2021,260.0,2021
2642,Architecture and construction,points_r1_2021,291.0,2021
2643,Architecture and construction,points_r1_2021,465.0,2021
2644,Engineering and engineering trades,points_r1_2021,330.0,2021
2645,Engineering and engineering trades,points_r1_2021,280.0,2021
2646,Engineering and engineering trades,points_r1_2021,371.0,2021
2647,Arts,points_r1_2021,318.0,2021
2648,Law,points_r1_2021,292.0,2021
2649,Arts,points_r1_2021,246.0,2021
2650,Welfare,points_r1_2021,290.0,2021
2651,Welfare,points_r1_2021,360.0,2021
2652,Business and administration,points_r1_2021,247.0,2021
2653,Information and Communication Technologies (ICTs),points_r1_2021,269.0,2021
2654,Personal services,points_r1_2021,700.0,2021
2655,Business and administration,points_r1_2021,272.0,2021
2656,Business and administration,points_r1_2021,270.0,2021
2657,Business and administration,points_r1_2021,319.0,2021
2658,,points_r1_2021,,2021
2659,Information and Communication Technologies (ICTs),points_r1_2021,234.0,2021
2660,Information and Communication Technologies (ICTs),points_r1_2021,,2021
2661,Information and Communication Technologies (ICTs),points_r1_2021,267.0,2021
2662,Information and Communication Technologies (ICTs),points_r1_2021,,2021
2663,Information and Communication Technologies (ICTs),points_r1_2021,,2021
2664,Arts,points_r1_2021,217.0,2021
2665,Business and administration,points_r1_2021,243.0,2021
2666,Business and administration,points_r1_2021,239.0,2021
2667,Business and administration,points_r1_2021,242.0,2021
2668,Business and administration,points_r1_2021,233.0,2021
2669,,points_r1_2021,307.0,2021
2670,Business and administration,points_r1_2021,243.0,2021
2671,Information and Communication Technologies (ICTs),points_r1_2021,247.0,2021
2672,,points_r1_2021,288.0,2021
2673,Information and Communication Technologies (ICTs),points_r1_2021,244.0,2021
2674,Social and behavioural sciences,points_r1_2021,254.0,2021
2675,Business and administration,points_r1_2021,288.0,2021
2676,Social and behavioural sciences,points_r1_2021,244.0,2021
2677,Social and behavioural sciences,points_r1_2021,262.0,2021
2678,Arts,points_r1_2021,245.0,2021
2679,Law,points_r1_2021,254.0,2021
2680,Business and administration,points_r1_2021,240.0,2021
2681,Business and administration,points_r1_2021,,2021
2682,Education,points_r1_2021,445.0,2021
2683,Education,points_r1_2021,518.0,2021
2684,Education,points_r1_2021,489.0,2021
2685,Education,points_r1_2021,451.0,2021
2686,Arts,points_r1_2021,356.0,2021
2687,Education,points_r1_2021,384.0,2021
2688,Education,points_r1_2021,409.0,2021
2689,Education,points_r1_2021,409.0,2021
2690,Education,points_r1_2021,413.0,2021
2691,Arts,points_r1_2021,311.0,2021
2692,Languages,points_r1_2021,498.0,2021
2693,Business and administration,points_r1_2021,511.0,2021
2694,Business and administration,points_r1_2021,542.0,2021
2695,Business and administration,points_r1_2021,484.0,2021
2696,Business and administration,points_r1_2021,544.0,2021
2697,Business and administration,points_r1_2021,544.0,2021
2698,Business and administration,points_r1_2021,613.0,2021
2699,Engineering and engineering trades,points_r1_2021,484.0,2021
2700,Business and administration,points_r1_2021,368.0,2021
2701,Business and administration,points_r1_2021,601.0,2021
2702,Information and Communication Technologies (ICTs),points_r1_2021,403.0,2021
2703,Information and Communication Technologies (ICTs),points_r1_2021,475.0,2021
2704,Information and Communication Technologies (ICTs),points_r1_2021,501.0,2021
2705,Mathematics and statistics,points_r1_2021,577.0,2021
2706,Mathematics and statistics,points_r1_2021,541.0,2021
2707,Humanities (except languages),points_r1_2021,421.0,2021
2708,Journalism and information,points_r1_2021,452.0,2021
2709,Arts,points_r1_2021,435.0,2021
2710,Languages,points_r1_2021,427.0,2021
2711,Physical sciences,points_r1_2021,498.0,2021
2712,Physical sciences,points_r1_2021,531.0,2021
2713,,points_r1_2021,466.0,2021
2714,Environment,points_r1_2021,423.0,2021
2715,Biological and related sciences,points_r1_2021,543.0,2021
2716,Physical sciences,points_r1_2021,400.0,2021
2717,,points_r1_2021,530.0,2021
2718,Biological and related sciences,points_r1_2021,530.0,2021
2719,Engineering and engineering trades,points_r1_2021,488.0,2021
2720,Engineering and engineering trades,points_r1_2021,490.0,2021
2721,,points_r1_2021,476.0,2021
2722,Engineering and engineering trades,points_r1_2021,500.0,2021
2723,Health,points_r1_2021,510.0,2021
2724,Engineering and engineering trades,points_r1_2021,511.0,2021
2725,Health,points_r1_2021,511.0,2021
2726,Education,points_r1_2021,462.0,2021
2727,Health,points_r1_2021,558.0,2021
2728,Education,points_r1_2021,565.0,2021
2729,Education,points_r1_2021,521.0,2021
2730,,points_r1_2021,521.0,2021
2731,Social and behavioural sciences,points_r1_2021,565.0,2021
2732,Health,points_r1_2021,477.0,2021
2733,,points_r1_2021,506.0,2021
2734,Health,points_r1_2021,456.0,2021
2735,Health,points_r1_2021,420.0,2021
2736,Health,points_r1_2021,382.0,2021
2737,Health,points_r1_2021,521.0,2021
2738,Social and behavioural sciences,points_r1_2021,431.0,2021
2739,Social and behavioural sciences,points_r1_2021,398.0,2021
2740,Law,points_r1_2021,469.0,2021
2741,Education,points_r1_2021,302.0,2021
2742,Humanities (except languages),points_r1_2021,387.0,2021
2743,Business and administration,points_r1_2021,499.0,2021
2744,,points_r1_2021,509.0,2021
2745,Arts,points_r1_2021,350.0,2021
2746,Arts,points_r1_2021,400.0,2021
2747,Arts,points_r1_2021,379.0,2021
2748,,points_r1_2021,475.0,2021
2749,Arts,points_r1_2021,349.0,2021
2750,Biological and related sciences,points_r1_2021,,2021
2751,Journalism and information,points_r1_2021,,2021
2752,,points_r1_2021,,2021
2753,,points_r1_2021,,2021
2754,,points_r1_2021,,2021
2755,,points_r1_2021,,2021
2756,Business and administration,points_r1_2021,307.0,2021
2757,Business and administration,points_r1_2021,301.0,2021
2758,Information and Communication Technologies (ICTs),points_r1_2021,309.0,2021
2759,Information and Communication Technologies (ICTs),points_r1_2021,320.0,2021
2760,Information and Communication Technologies (ICTs),points_r1_2021,320.0,2021
2761,Architecture and construction,points_r1_2021,305.0,2021
2762,Architecture and construction,points_r1_2021,368.0,2021
2763,Architecture and construction,points_r1_2021,358.0,2021
2764,Engineering and engineering trades,points_r1_2021,404.0,2021
2765,Engineering and engineering trades,points_r1_2021,336.0,2021
2766,Engineering and engineering trades,points_r1_2021,331.0,2021
2767,Architecture and construction,points_r1_2021,371.0,2021
2768,Personal services,points_r1_2021,303.0,2021
2769,Social and behavioural sciences,points_r1_2021,302.0,2021
2770,Welfare,points_r1_2021,322.0,2021
2771,Arts,points_r1_2021,336.0,2021
2772,Arts,points_r1_2021,308.0,2021
2773,Arts,points_r1_2021,352.0,2021
2774,Health,points_r1_2021,440.0,2021
2775,Health,points_r1_2021,367.0,2021
2776,Health,points_r1_2021,398.0,2021
2777,Welfare,points_r1_2021,300.0,2021
2778,Health,points_r1_2021,482.0,2021
2779,Health,points_r1_2021,301.0,2021
2780,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,342.0,2021
2781,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2021,373.0,2021
2782,Agriculture,points_r1_2021,348.0,2021
2783,Manufacturing and processing,points_r1_2021,,2021
2784,Manufacturing and processing,points_r1_2021,379.0,2021
2785,Environment,points_r1_2021,377.0,2021
2786,Arts,points_r1_2021,,2021
2787,Business and administration,points_r1_2021,254.0,2021
2788,Business and administration,points_r1_2021,220.0,2021
2789,Social and behavioural sciences,points_r1_2021,418.0,2021
2790,Arts,points_r1_2021,591.0,2021
2791,Arts,points_r1_2021,574.0,2021
2792,Arts,points_r1_2021,989.0,2021
2793,Arts,points_r1_2021,671.0,2021
2794,Information and Communication Technologies (ICTs),points_r1_2021,235.0,2021
2795,Humanities (except languages),points_r1_2021,298.0,2021
2796,Arts,points_r1_2021,713.0,2021
2797,Information and Communication Technologies (ICTs),points_r1_2021,757.0,2021
2798,Business and administration,points_r1_2021,210.0,2021
2799,Arts,points_r1_2021,277.0,2021
2800,,points_r1_2021,987.0,2021
2801,,points_r1_2021,566.0,2021
2802,,points_r1_2021,628.0,2021
2803,Humanities (except languages),points_r1_2021,,2021
2804,Arts,points_r1_2021,,2021
2805,Arts,points_r1_2021,,2021
2806,Arts,points_r1_2021,,2021
2807,Arts,points_r1_2021,,2021
2808,Arts,points_r1_2021,,2021
2809,,points_r1_2021,,2021
2810,Architecture and construction,points_r1_2021,555.0,2021
2811,Architecture and construction,points_r1_2021,463.0,2021
2812,Architecture and construction,points_r1_2021,445.0,2021
2813,Engineering and engineering trades,points_r1_2021,565.0,2021
2814,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2021,577.0,2021
2815,Information and Communication Technologies (ICTs),points_r1_2021,554.0,2021
2816,Mathematics and statistics,points_r1_2021,613.0,2021
2817,Environment,points_r1_2021,510.0,2021
2818,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,454.0,2021
2819,Agriculture,points_r1_2021,531.0,2021
2820,Health,points_r1_2021,566.0,2021
2821,Veterinary,points_r1_2021,601.0,2021
2822,Veterinary,points_r1_2021,,2021
2823,Veterinary,points_r1_2021,521.0,2021
2824,Health,points_r1_2021,743.0,2021
2825,Health,points_r1_2021,61.0,2021
2826,Health,points_r1_2021,566.0,2021
2827,Health,points_r1_2021,,2021
2828,Health,points_r1_2021,601.0,2021
2829,Health,points_r1_2021,544.0,2021
2830,Business and administration,points_r1_2021,484.0,2021
2831,Biological and related sciences,points_r1_2021,613.0,2021
2832,Health,points_r1_2021,462.0,2021
2833,Health,points_r1_2021,533.0,2021
2834,Health,points_r1_2021,510.0,2021
2835,Health,points_r1_2021,442.0,2021
2836,Arts,points_r1_2021,381.0,2021
2837,Humanities (except languages),points_r1_2021,397.0,2021
2838,Languages,points_r1_2021,320.0,2021
2839,Law,points_r1_2021,576.0,2021
2840,Business and administration,points_r1_2021,573.0,2021
2841,Business and administration,points_r1_2021,555.0,2021
2842,Business and administration,points_r1_2021,555.0,2021
2843,Business and administration,points_r1_2021,625.0,2021
2844,Social and behavioural sciences,points_r1_2021,475.0,2021
2845,Social and behavioural sciences,points_r1_2021,534.0,2021
2846,Social and behavioural sciences,points_r1_2021,566.0,2021
2847,Social and behavioural sciences,points_r1_2021,421.0,2021
2848,Agriculture,points_r1_2021,,2021
2849,Environment,points_r1_2021,,2021
2850,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,,2021
2851,Agriculture,points_r1_2021,,2021
2852,,points_r1_2021,,2021
2853,,points_r1_2021,,2021
2854,,points_r1_2021,,2021
2855,,points_r1_2021,,2021
2856,,points_r1_2021,,2021
2857,,points_r1_2021,,2021
2858,,points_r1_2021,,2021
2859,,points_r1_2021,,2021
2860,,points_r1_2021,,2021
2861,,points_r1_2021,,2021
2862,,points_r1_2021,,2021
2863,,points_r1_2021,,2021
2864,,points_r1_2021,,2021
2865,,points_r1_2021,,2021
2866,,points_r1_2021,,2021
2867,,points_r1_2021,,2021
2868,,points_r1_2021,,2021
2869,,points_r1_2021,,2021
2870,,points_r1_2021,,2021
2871,,points_r1_2021,,2021
2872,,points_r1_2021,,2021
2873,,points_r1_2021,,2021
2874,,points_r1_2021,,2021
2875,,points_r1_2021,,2021
2876,,points_r1_2021,,2021
2877,,points_r1_2021,,2021
2878,,points_r1_2021,,2021
2879,,points_r1_2021,,2021
2880,,points_r1_2021,,2021
2881,,points_r1_2021,,2021
2882,,points_r1_2021,,2021
2883,,points_r1_2021,,2021
2884,,points_r1_2021,,2021
2885,,points_r1_2021,,2021
2886,,points_r1_2021,,2021
2887,,points_r1_2021,,2021
2888,,points_r1_2021,,2021
2889,,points_r1_2021,,2021
2890,,points_r1_2021,,2021
2891,,points_r1_2021,,2021
2892,,points_r1_2021,,2021
2893,,points_r1_2021,,2021
2894,,points_r1_2021,,2021
2895,,points_r1_2021,,2021
2896,,points_r1_2021,,2021
2897,,points_r1_2021,,2021
2898,,points_r1_2021,,2021
2899,,points_r1_2021,,2021
2900,,points_r1_2021,,2021
2901,,points_r1_2021,,2021
2902,,points_r1_2021,,2021
2903,,points_r1_2021,,2021
2904,,points_r1_2021,,2021
2905,,points_r1_2021,,2021
2906,,points_r1_2021,,2021
2907,,points_r1_2021,,2021
2908,,points_r1_2021,,2021
2909,,points_r1_2021,,2021
2910,,points_r1_2021,,2021
2911,,points_r1_2021,,2021
2912,,points_r1_2021,,2021
2913,,points_r1_2021,,2021
2914,,points_r1_2021,,2021
2915,,points_r1_2021,,2021
2916,,points_r1_2021,,2021
2917,,points_r1_2021,,2021
2918,,points_r1_2021,,2021
2919,,points_r1_2021,,2021
2920,,points_r1_2021,,2021
2921,Business and administration,points_r1_2021,303.0,2021
2922,Business and administration,points_r1_2021,285.0,2021
2923,Information and Communication Technologies (ICTs),points_r1_2021,298.0,2021
2924,Business and administration,points_r1_2021,300.0,2021
2925,Business and administration,points_r1_2021,318.0,2021
2926,Business and administration,points_r1_2021,287.0,2021
2927,Agriculture,points_r1_2021,291.0,2021
2928,Arts,points_r1_2021,310.0,2021
2929,Social and behavioural sciences,points_r1_2021,252.0,2021
2930,Arts,points_r1_2021,790.0,2021
2931,Arts,points_r1_2021,331.0,2021
2932,Education,points_r1_2021,406.0,2021
2933,Personal services,points_r1_2021,218.0,2021
2934,Personal services,points_r1_2021,252.0,2021
2935,Manufacturing and processing,points_r1_2021,235.0,2021
2936,Personal services,points_r1_2021,230.0,2021
2937,Architecture and construction,points_r1_2021,302.0,2021
2938,Architecture and construction,points_r1_2021,304.0,2021
2939,Architecture and construction,points_r1_2021,281.0,2021
2940,Architecture and construction,points_r1_2021,377.0,2021
2941,Engineering and engineering trades,points_r1_2021,300.0,2021
2942,Engineering and engineering trades,points_r1_2021,400.0,2021
2943,Engineering and engineering trades,points_r1_2021,312.0,2021
2944,Engineering and engineering trades,points_r1_2021,331.0,2021
2945,Engineering and engineering trades,points_r1_2021,304.0,2021
2946,Engineering and engineering trades,points_r1_2021,413.0,2021
2947,Manufacturing and processing,points_r1_2021,336.0,2021
2948,Biological and related sciences,points_r1_2021,366.0,2021
2949,Biological and related sciences,points_r1_2021,381.0,2021
2950,Environment,points_r1_2021,356.0,2021
2951,Physical sciences,points_r1_2021,301.0,2021
2952,Biological and related sciences,points_r1_2021,445.0,2021
2953,Health,points_r1_2021,517.0,2021
2954,Physical sciences,points_r1_2021,408.0,2021
2955,Information and Communication Technologies (ICTs),points_r1_2021,310.0,2021
2956,Information and Communication Technologies (ICTs),points_r1_2021,270.0,2021
2957,Agriculture,points_r1_2021,340.0,2021
2958,Personal services,points_r1_2021,376.0,2021
2959,Biological and related sciences,points_r1_2021,368.0,2021
2960,Health,points_r1_2021,440.0,2021
2961,Health,points_r1_2021,369.0,2021
2962,Personal services,points_r1_2021,269.0,2021
2963,Humanities (except languages),points_r1_2021,201.0,2021
2964,Welfare,points_r1_2021,265.0,2021
2965,Education,points_r1_2021,281.0,2021
2966,Environment,points_r1_2021,261.0,2021
2967,,points_r1_2021,,2021
2968,Education,points_r1_2021,410.0,2021
2969,,points_r1_2021,346.0,2021
2970,,points_r1_2021,360.0,2021
2971,,points_r1_2021,,2021
2972,Arts,points_r1_2021,486.0,2021
2973,,points_r1_2021,,2021
2974,Business and administration,points_r1_2021,269.0,2021
2975,Business and administration,points_r1_2021,260.0,2021
2976,Information and Communication Technologies (ICTs),points_r1_2021,300.0,2021
2977,Business and administration,points_r1_2021,264.0,2021
2978,Business and administration,points_r1_2021,,2021
2979,Business and administration,points_r1_2021,377.0,2021
2980,,points_r1_2021,289.0,2021
2981,Business and administration,points_r1_2021,250.0,2021
2982,Business and administration,points_r1_2021,242.0,2021
2983,Business and administration,points_r1_2021,,2021
2984,Law,points_r1_2021,245.0,2021
2985,Business and administration,points_r1_2021,264.0,2021
2986,Information and Communication Technologies (ICTs),points_r1_2021,251.0,2021
2987,Journalism and information,points_r1_2021,225.0,2021
2988,Arts,points_r1_2021,300.0,2021
2989,Arts,points_r1_2021,288.0,2021
2990,Arts,points_r1_2021,351.0,2021
2991,Journalism and information,points_r1_2021,,2021
2992,Personal services,points_r1_2021,,2021
2993,,points_r1_2021,,2021
2994,Arts,points_r1_2021,327.0,2021
2995,Social and behavioural sciences,points_r1_2021,564.0,2021
2996,Humanities (except languages),points_r1_2021,357.0,2021
2997,Education,points_r1_2021,413.0,2021
2998,Social and behavioural sciences,points_r1_2021,387.0,2021
2999,Arts,points_r1_2021,421.0,2021
3000,Social and behavioural sciences,points_r1_2021,413.0,2021
3001,Arts,points_r1_2021,300.0,2021
3002,Arts,points_r1_2021,453.0,2021
3003,Journalism and information,points_r1_2021,484.0,2021
3004,Arts,points_r1_2021,410.0,2021
3005,Social and behavioural sciences,points_r1_2021,419.0,2021
3006,Arts,points_r1_2021,403.0,2021
3007,Arts,points_r1_2021,430.0,2021
3008,Languages,points_r1_2021,346.0,2021
3009,Arts,points_r1_2021,465.0,2021
3010,Arts,points_r1_2021,462.0,2021
3011,Social and behavioural sciences,points_r1_2021,465.0,2021
3012,Education,points_r1_2021,454.0,2021
3013,Physical sciences,points_r1_2021,425.0,2021
3014,,points_r1_2021,442.0,2021
3015,,points_r1_2021,526.0,2021
