,2021,,,,,,,,,2020,,,,,,,,eos,mid,,,,,
COURSE CODE2,COURSE TITLE,r1,r2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
CK702,Dentistry,625*,625*,,,,,,,Engineering and engineering trades,Electrical Engineering,CR580,318,,,,318,,377,8,Cork Institute of Technology,,,
CK703,Pharmacy,613*,613*,,,,,,,Engineering and engineering trades,Electronic Engineering,CR590,303,,,,303,,379,8,Cork Institute of Technology,,,
CK704,Occupational Therapy,601*,,,,,,,,Arts,Visual Communications,CR600,#+matric,,,,#+matric,,#+matric,8,Cork Institute of Technology,#,,
CK705,Speech and Language Therapy,568,566*,,,,,,,Personal services,Tourism Management,CR660,252,,,,252,,325,8,Cork Institute of Technology,,,
CK706,Public Health Sciences,500,,,,,,,,Arts,Theatre and Drama Studies at CIT Cork School of Music,CR700,740,,645,,645,,982,8,Cork Institute of Technology,#,,
CK707,Medical and Health Sciences,578*,,,,,,,,Information and Communication Technologies (ICTs),Information Technology,CT125,220,,,,220,,299,8,CCT College Dublin,,avp,
CK710,General Nursing,498*,497*,,,,,,,Business and administration,Business,CT325,338,,,,281,,338,8,CCT College Dublin,,avp,
CK712,Children`s and General Nursing (Integrated),565,,,,,,,,Business and administration,Business (options),CW018,298,,248,,248,,312,8,"Institute of Technology, Carlow",,,
CK720,Mental Health Nursing,455,452,,,,,,,Welfare,Early Childhood Education and Care,CW028,252,,,,252,,301,8,"Institute of Technology, Carlow",,,
CK730,Intellectual Disability Nursing,431,,,,,,,,Arts,Art (portfolio),CW038,700,,,,700,,700,8,"Institute of Technology, Carlow",#,,
CK740,Midwifery,509*,,,,,,,,Personal services,Tourism and Event Management,CW058,298,,,,298,,348,8,"Institute of Technology, Carlow",,,
AC120,International Business,294,294,,,,,,,Welfare,Applied Social Studies in Professional Social Care,CW068,245,,,,245,,292,8,"Institute of Technology, Carlow",,,
AC137,Liberal Arts,271,270,,,,,,,Agriculture,Sustainable Farm Management and Agribusiness,CW078,269,,,,269,,327,8,"Institute of Technology, Carlow",,,
CT125,Computing and IT,242,242,,,,,,,Arts,Visual Communications and Design,CW088,274,,,,274,,340,8,"Institute of Technology, Carlow",,,
CT325,Business,253,253,,,,,,,Biological and related sciences,Science (options),CW108,261,,,,261,,346,8,"Institute of Technology, Carlow",,,
CM001,Education - Primary Teaching,508,,,,,,,,Biological and related sciences,Brewing and Distilling,CW128,263,,,,263,,318,8,"Institute of Technology, Carlow",,,
CM002,Education - Primary Teaching - Gaeltacht Applicant,#462,,,,,,,,Personal services,Sport and Exercise Science,CW138,423,,,,423,,444,8,"Institute of Technology, Carlow",,,
CM003,Oideachas – Bunmhúinteoireacht Trí Mheán na Gaeilg,#513,,,,,,,,Personal services,Strength and Conditioning,CW148,379,,,,379,,400,8,"Institute of Technology, Carlow",,,
CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilg,#480,,,,,,,,Health,Sport Rehabilitation and Athletic Therapy,CW188,451,,448,,448,,466,8,"Institute of Technology, Carlow",,,
CM010,Education Studies,382,327,,,,,,,Information and Communication Technologies (ICTs),Computer Games Development,CW208,279,,,,279,,327,8,"Institute of Technology, Carlow",,,
CM020,Early Childhood Education,317,,,,,,,,Information and Communication Technologies (ICTs),Software Development,CW238,297,,,,297,,341,8,"Institute of Technology, Carlow",,,
DB500,Computing,234,234,,,,,,,Information and Communication Technologies (ICTs),Information Technology Management,CW248,285,,,,285,,385,8,"Institute of Technology, Carlow",,,
DB501,Computing (Cloud Computing),178,,,,,,,,Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW258,293,,,,293,,358,8,"Institute of Technology, Carlow",,,
DB502,Computing (Data Analytics and Big Data),267,233,,,,,,,Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW268,287,,,,287,,369,8,"Institute of Technology, Carlow",,,
DB510,Audio Production and Music Project Management,217,217,,,,,,,Architecture and construction,Construction (options),CW438,272,,,,272,,336,8,"Institute of Technology, Carlow",,,
DB512,Business Studies,243,210,,,,,,,Architecture and construction,Architectural Technology,CW468,262,,,,262,,358,8,"Institute of Technology, Carlow",,,
DB514,Business Studies (Law),239,225,,,,,,,Architecture and construction,Civil Engineering,CW478,433,,,,433,,492,8,"Institute of Technology, Carlow",,,
DB515,Business Studies (Human Resource Management),242,217,,,,,,,Engineering and engineering trades,Mechanical Engineering,CW548,321,,,,321,,371,8,"Institute of Technology, Carlow",,,
DB517,Marketing (Event Management),233,225,,,,,,,Engineering and engineering trades,Electronic Systems,CW558,280,,,,280,,361,8,"Institute of Technology, Carlow",,,
DB518,Marketing (Digital Media),307,209,,,,,,,Engineering and engineering trades,Aerospace Engineering,CW568,380,,,,380,,442,8,"Institute of Technology, Carlow",,,
DB521,Accounting and Finance,243,228,,,,,,,Arts,TV and Media Production,CW578,325,,,,325,,420,8,"Institute of Technology, Carlow",,,
DB524,Business (Information Systems),247,239,,,,,,,Law,Law - LLB,CW708,302,,,,302,,349,8,"Institute of Technology, Carlow",,,
DB525,Marketing (Digital Media and Cloud Computing),288,288,,,,,,,Arts,Product Design Innovation,CW728,252,,,,252,,359,8,"Institute of Technology, Carlow",,,
DB526,Business (Cloud Computing),244,244,,,,,,,Welfare,Early Childhood Education and Care,CW748,270,,,,270,,327,8,"Institute of Technology, Carlow",,,
DB527,Applied Social Care,254,219,,,,,,,Welfare,Professional Social Care Practice,CW758,336,,,,336,,358,8,"Institute of Technology, Carlow",,,
DB531,Marketing,288,176,,,,,,,Business and administration,Media and Public Relations,CW808,251,,,,251,,298,8,"Institute of Technology, Carlow",,,
DB562,Psychology,244,233,,,,,,,Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW848,254,,,,269,,326,8,"Institute of Technology, Carlow",,,
DB566,Social Science,262,228,,,,,,,Personal services,"Sports Management and Coaching (options, portfolio)",CW858,700,,,,700,,700,8,"Institute of Technology, Carlow",#,,
DB567,Film and Creative Media,245,213,,,,,,,Business and administration,Business (options),CW908,280,,,,280,,357,8,"Institute of Technology, Carlow",,,
DB568,Law,254,228,,,,,,,Business and administration,Business with Law,CW938,283,,,,283,,301,8,"Institute of Technology, Carlow",,,
DB569,Business (Psychology),240,240,,,,,,,Business and administration,Accounting,CW948,300,,,,300,,364,8,"Institute of Technology, Carlow",,,
DC001,Education - Early Childhood Education,445,,,,,,,,Information and Communication Technologies (ICTs),Computing,DB500,218,,218,,218,,301,8,Dublin Business School,,avp,
DC002,Education - Primary Teaching,518*,,,,,,,,Information and Communication Technologies (ICTs),Computing (Cloud Computing),DB501,227,,227,,227,,280,8,Dublin Business School,,avp,
DC003,Education - Primary Teaching - Gaeltacht Applicant,#489,,,,,,,,Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,341,,341,,334,,377,8,Dublin Business School,,avp,
DC004,Education - Primary Teaching (Church of Ireland Ce,#451,,,,,,,,Information and Communication Technologies (ICTs),Computing (Software Development),DB503,225,,225,,225,,281,8,Dublin Business School,,avp,
DC009,Arts (Joint Honours) - Humanities,356,,,,,,,,Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),DB504,,,281,,281,,281,8,Dublin Business School,,avp,
DC010,Post Primary Teacher Education - Religious Educati,384,,,,,,,,Arts,Audio Production and Music Project Management,DB510,234,,223,,223,,290,8,Dublin Business School,,avp,
DC011,Post Primary Teacher Education - Religious Educati,409,,,,,,,,Business and administration,Business Studies,DB512,218,,203,,203,,308,8,Dublin Business School,,avp,
DC012,Post Primary Teacher Education - Religious Educati,409,,,,,,,,Business and administration,Business Studies (Law),DB514,252,,,,251,,270,8,Dublin Business School,,avp,
DC013,Post Primary Teacher Ed - Gaeilge with French/Germ,413,,,,,,,,Business and administration,Business Studies (Human Resource Management),DB515,244,,244,,244,,326,8,Dublin Business School,,avp,
DC014,BA in Jazz and Contemporary Music Performance (aud,#311,,,,,,,,Business and administration,Financial Services,DB516,,,,,,,,8,Dublin Business School,,,
DC110,Business Studies International,498,,,,,,,,Business and administration,Marketing (Event Management),DB517,238,,,,238,,309,8,Dublin Business School,,avp,
DC111,Business Studies,511,,,,,,,,Business and administration,Accounting and Finance,DB521,225,,195,,195,,318,8,Dublin Business School,,avp,
DC112,Global Business (France),542*,,,,,,,,Information and Communication Technologies (ICTs),Business (Information Systems),DB524,342,,309,,309,,409,8,Dublin Business School,,avp,
DC113,Global Business (Germany),484,,,,,,,,Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,347,,,,347,,423,8,Dublin Business School,,avp,
DC114,Global Business (Spain),544,,,,,,,,Social and behavioural sciences,Applied Social Care,DB527,234,,260,,234,,306,8,Dublin Business School,,avp,
DC115,Accounting and Finance,544,,,,,,,,Business and administration,Marketing,DB531,293,,,,293,,336,8,Dublin Business School,,avp,
DC116,Global Business (USA),613*,,,,,,,,Social and behavioural sciences,Psychology,DB562,243,,229,,229,,322,8,Dublin Business School,,avp,
DC117,Aviation Management / Aviation Management with Pil,484,,,,,,,,Social and behavioural sciences,Social Science,DB566,220,,227,,220,,290,8,Dublin Business School,,avp,
DC118,Gná agus Gaeilge / Business and Irish,368,,,,,,,,Arts,Film and Creative Media,DB567,218,,202,,202,,290,8,Dublin Business School,,avp,
DC119,Global Business (Canada),601,,,,,,,,Law,Law,DB568,219,,252,,217,,309,8,Dublin Business School,,avp,
DC120,Computing for Business,403,402,,,,,,,Business and administration,Business (Psychology),DB569,252,,,,252,,284,8,Dublin Business School,,avp,
DC121,Computer Science,475,,,,,,,,Education,Education - Early Childhood Education,DC001,440,,,,440,,462,8,Dublin City University,,,
DC123,Data Science,501,,,,,,,,Education,Education - Primary Teaching,DC002,488,,,,488,,520,8,Dublin City University,,,
DC126,Actuarial Mathematics,577*,,,,,,,,Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,445,,,,445,,462,8,Dublin City University,#,,
DC127,Common Entry into Actuarial and Financial Mathemat,541,,,,,,,,Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),DC004,411,,409,,409,,463,8,Dublin City University,#,,
DC131,Communication Studies,421,,,,,,,,Arts,Arts (Joint Honours) - Humanities,DC009,376,,,,376,,423,8,Dublin City University,,,
DC132,Journalism,452,,,,,,,,Education,Post Primary Teacher Education - Religious Education and English,DC010,441,,429,,429,,465,8,Dublin City University,,,
DC133,Multimedia,435,,,,,,,,Education,Post Primary Teacher Education - Religious Education and History,DC011,412,,391,,391,,429,8,Dublin City University,,,
DC155,Applied Language and Translation Studies,427,,,,,,,,Education,Post Primary Teacher Education - Religious Education and Music,DC012,378,,,,378,,420,8,Dublin City University,#,,
DC161,Analytical Science,498,,,,,,,,Education,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,DC013,419,,,,419,,487,8,Dublin City University,,,
DC162,Chemical and Pharmaceutical Sciences,531*,,,,,,,,Arts,BA in Jazz and Contemporary Music Performance (audition),DC014,419,,,,419,,605,8,Dublin City University,#,,
DC163,Chemical Sciences General Entry (Undenominated Ent,466*,,,,,,,,Languages,Business Studies International,DC110,465,,,,465,,488,8,Dublin City University,,,
DC166,Environmental Science and Technology,423*,,,,,,,,Business and administration,Business Studies,DC111,488,,,,488,,507,8,Dublin City University,,,
DC168,Genetics and Cell Biology,543*,,,,,,,,Business and administration,Global Business (France),DC112,517,,510,,510,,532,8,Dublin City University,,,
DC175,Physics General Entry (options),400,,,,,,,,Business and administration,Global Business (Germany),DC113,462,,,,462,,496,8,Dublin City University,,,
DC180,Biological Sciences General Entry (Undenominated E,530,,,,,,,,Business and administration,Global Business (Spain),DC114,522,,,,522,,545,8,Dublin City University,,,
DC181,Biotechnology,530,,,,,,,,Business and administration,Accounting and Finance,DC115,510,,,,510,,544,8,Dublin City University,,,
DC190,Electronic and Computer Engineering (with choice o,488,,,,,,,,Business and administration,Global Business (USA),DC116,579,,,,579,,601,8,Dublin City University,,,
DC193,Mechatronic Engineering,490,,,,,,,,Engineering and engineering trades,Aviation Management / Aviation Management with Pilot Studies,DC117,476,,475,,475,,500,8,Dublin City University,,,
DC194,Sustainable Systems and Energy,476,,,,,,,,Business and administration,Gnó agus Gaeilge / Business and Irish,DC118,359,,,,359,,429,8,Dublin City University,,,
DC195,Mechanical and Manufacturing Engineering,500,,,,,,,,Business and administration,Global Business (Canada),DC119,564,,,,564,,577,8,Dublin City University,,,
DC197,Biomedical Engineering,510,,,,,,,,Information and Communication Technologies (ICTs),Enterprise Computing,DC120,357,,,,357,,392,8,Dublin City University,,,
DC200,Common Entry into Engineering (Undenominated Entry,511,510,,,,,,,Information and Communication Technologies (ICTs),Computer Applications,DC121,400,,,,400,,455,8,Dublin City University,,,
DC202,Sport Science and Health,511,,,,,,,,Information and Communication Technologies (ICTs),Data Science,DC123,465,,,,465,,531,8,Dublin City University,,,
DC203,Science Education,462,,,,,,,,Mathematics and statistics,Actuarial Mathematics,DC126,560,,,,560,,578,8,Dublin City University,,,
DC204,Athletic Therapy and Training,558,,,,,,,,Mathematics and statistics,Common Entry into Actuarial and Financial Mathematics,DC127,532,,520,,520,,543,8,Dublin City University,,,
DC205,Physical Education with Biology,565,,,,,,,,Humanities (except languages),Communication Studies,DC131,407,,402,,402,,451,8,Dublin City University,,,
DC206,Physical Education with Mathematics,521,,,,,,,,Journalism and information,Journalism,DC132,429,,422,,422,,466,8,Dublin City University,,,
DC207,Psychology and Mathematics,521,,,,,,,,Arts,Multimedia,DC133,411,,410,,410,,451,8,Dublin City University,,,
DC208,Psychology,565,,,,,,,,Languages,Applied Language and Translation Studies,DC155,387,,,,387,,444,8,Dublin City University,,,
DC209,Health and Society,477,,,,,,,,Physical sciences,Analytical Science,DC161,498,*,489,,489,,510,8,Dublin City University,,,
DC210,Psychology and Disruptive Technologies,506,,,,,,,,Physical sciences,Chemical and Pharmaceutical Sciences,DC162,521,,,,521,,544,8,Dublin City University,,,
DC215,General Nursing,456*,,,,,,,,Environment,Environmental Science and Technology,DC166,433,,399,,399,,441,8,Dublin City University,,,
DC216,Mental Health Nursing,420,,,,,,,,Biological and related sciences,Genetics and Cell Biology,DC168,512,*,510,,510,,529,8,Dublin City University,,,
DC217,Intellectual Disability Nursing,382,,,,,,,,Physical sciences,Physics General Entry (options),DC175,419,,402,,402,,467,8,Dublin City University,,,
DC218,Children`s and General Nursing (Integrated),521*,,,,,,,,Biological and related sciences,Biotechnology,DC181,499,,495,,495,,511,8,Dublin City University,,,
DC230,Economics  Politics and Law,431,,,,,,,,Engineering and engineering trades,Electronic and Computer Engineering (with choice of four majors),DC190,413,,,,413,,465,8,Dublin City University,,,
DC231,International Relations,398,,,,,,,,Engineering and engineering trades,Mechatronic Engineering,DC193,411,,,,411,,487,8,Dublin City University,,,
DC232,Law and Society (BCL),469,,,,,,,,Engineering and engineering trades,Mechanical and Manufacturing Engineering,DC195,425,,,,425,,487,8,Dublin City University,,,
DC235,Education and Training - Daytime and Flexible Deli,302,,,,,,,,Health,Biomedical Engineering,DC197,423,,,,423,,477,8,Dublin City University,,,
DC238,Social Sciences and Cultural Innovation,387,,,,,,,,Engineering and engineering trades,Common Entry into Engineering (Undenominated Entry),DC200,422,,,,422,,487,8,Dublin City University,,,
DC240,Marketing  Innovation and Technology,499,,,,,,,,Biological and related sciences,Common Entry into Science (Undenominated Entry),DC201,498,*,488,,488,,499,8,Dublin City University,,,
DC241,Digital Business and Innovation,509,,,,,,,,Health,Sport Science and Health,DC202,500,,498,*,498,*,521,8,Dublin City University,,,
DC291,Arts (Joint Honours) - Media Studies,350,,,,,,,,Education,Science Education,DC203,435,,,,435,,487,8,Dublin City University,,,
DC292,Arts (Joint Honours) - Law,400,,,,,,,,Health,Athletic Therapy and Training,DC204,522,,519,,519,,533,8,Dublin City University,,,
DC293,Arts (Joint Honours) - International Languages,379,,,,,,,,Education,Physical Education with Biology,DC205,531,,,,531,,553,8,Dublin City University,,,
DC294,Climate and Environmental Sustainability,475,,,,,,,,Education,Physical Education with Mathematics,DC206,499,,,,499,,520,8,Dublin City University,,,
DC295,Arts (Joint Honours) - Politics,349,,,,,,,,Social and behavioural sciences,Psychology,DC208,532,,521,,521,,533,8,Dublin City University,,,
DL822,Arts Management,254,,,,,,,,Health,Health and Society,DC209,465,,440,,440,,466,8,Dublin City University,,,
DL823,Business Management,220,,,,,,,,Health,General Nursing,DC215,454,,433,,433,,462,8,Dublin City University,,,
DL825,Applied Psychology,418,413,,,,,,,Health,Mental Health Nursing,DC216,418,,403,,403,,424,8,Dublin City University,,,
DL826,Graphic Design,#591,,,,,,,,Health,Intellectual Disability Nursing,DC217,370,,,,370,,390,8,Dublin City University,,,
DL827,Art,#574,,,,,,,,Health,Children`s and General Nursing (Integrated),DC218,500,,498,,498,,522,8,Dublin City University,,,
DL832,Animation,#989,,,,,,,,Social and behavioural sciences,"Economics, Politics and Law",DC230,435,,,,435,,462,8,Dublin City University,,,
DL833,Photography and Visual Media,#671,#671,,,,,,,Social and behavioural sciences,International Relations,DC231,397,,,,397,,433,8,Dublin City University,,,
DL836,Creative Computing,235,,,,,,,,Law,Law and Society (BCL),DC232,466,,,,466,,496,8,Dublin City University,,,
DL837,New Media Studies,298,293,,,,,,,Education,Education and Training - Daytime and Flexible Delivery Mode (full-time),DC235,309,,,,309,,357,8,Dublin City University,,,
DL838,Creative Music Production,#713,,,,,,,,Humanities (except languages),Social Sciences and Cultural Innovation,DC238,377,,,,377,,411,8,Dublin City University,,,
DL839,Interaction and User Experience Design,#757,,,,,,,,Journalism and information,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",DC239,430,,,,430,,473,8,Dublin City University,,,
DL840,Digital Marketing,210,,,,,,,,Business and administration,"Marketing, Innovation and Technology",DC240,476,,474,,474,,498,8,Dublin City University,,,
DL841,English and Equality Studies,277,277,,,,,,,Arts,Arts (Joint Honours) - Media Studies,DC291,376,,,,376,,409,8,Dublin City University,,,
DL843,Film,#987,#874,,,,,,,Arts,Arts (Joint Honours) - Law,DC292,403,,,,403,,430,8,Dublin City University,,,
DL844,Television,#566,,,,,,,,Arts,Arts (Joint Honours) - International Languages,DC293,377,,,,377,,466,8,Dublin City University,,,
DL845,Design for Film (degree options),#628,,,,,,,,Arts,Arts (Joint Honours) - Politics,DC295,376,,,,376,,409,8,Dublin City University,,,
GC200,Business,269,242,,,,,,,Business and administration,Accounting and Finance,DK810,305,,305,,305,,401,8,Dundalk Institute of Technology,,avp,
GC201,Accounting and Finance,260,226,,,,,,,Business and administration,Business Studies,DK816,300,,300,,300,,367,8,Dundalk Institute of Technology,,avp,
GC230,Computing Science,300,289,,,,,,,Information and Communication Technologies (ICTs),Computing in Games Development,DK820,311,,311,,311,,348,8,Dundalk Institute of Technology,,avp,
GC300,Business,264,264,,,,,,,Information and Communication Technologies (ICTs),Computing in Software Development,DK821,302,,302,,302,,361,8,Dundalk Institute of Technology,,avp,
GC301,Accounting and Finance,251,,,,,,,,Information and Communication Technologies (ICTs),Augmented and Virtual Reality,DK822,307,,,,304,,380,8,Dundalk Institute of Technology,,avp,
GC302,Business - HRM,377,377,,,,,,,Architecture and construction,Building Surveying,DK830,336,,,,336,,352,8,Dundalk Institute of Technology,,,
GC307,Business (Marketing),289,270,,,,,,,Architecture and construction,Architectural Technology,DK831,389,,,,389,,433,8,Dundalk Institute of Technology,,,
GC400,Business,250,228,,,,,,,Architecture and construction,Construction Management,DK832,387,,,,387,,419,8,Dundalk Institute of Technology,,,
GC401,Accounting and Finance,242,242,,,,,,,Engineering and engineering trades,Engineering (Common Entry),DK843,340,,340,,340,,439,8,Dundalk Institute of Technology,,avp,
GC403,Law,245,242,,,,,,,Engineering and engineering trades,Mechanical Engineering,DK844,305,,305,,305,,448,8,Dundalk Institute of Technology,,avp,
GC407,Business (Marketing),264,264,,,,,,,Engineering and engineering trades,Electrical & Electronic Engineering,DK845,304,,304,,304,,392,8,Dundalk Institute of Technology,,avp,
GC430,Computing Science,251,251,,,,,,,Architecture and construction,Civil Engineering,DK846,391,,361,,361,,392,8,Dundalk Institute of Technology,,avp,
GC450,Communications and Media Production,225,225,,,,,,,Personal services,International Tourism Management,DK850,317,,317,,317,,377,8,Dundalk Institute of Technology,,avp,
GC462,Design Communication (portfolio),#300,,,,,,,,Arts,Music (audition),DK860,532,,532,,503,,634,8,Dundalk Institute of Technology,#,avp,
GC489,Interior Architecture (portfolio),#288,#274,,,,,,,Social and behavioural sciences,Arts,DK861,302,,302,,302,,363,8,Dundalk Institute of Technology,,avp,
GC494,Fashion Design (portfolio),#351,,,,,,,,Welfare,Social Care,DK862,301,,,,301,,347,8,Dundalk Institute of Technology,,,
BY001,Business,210,210,,,,,,,Arts,Creative Media,DK863,308,,308,,308,,337,8,Dundalk Institute of Technology,,avp,
AD101,First Year Art and Design (Common Entry portfolio),#554,,,,,,,,Arts,Film and Television Production,DK864,300,,300,,300,,402,8,Dundalk Institute of Technology,,avp,v
AD102,Graphic Design and Moving Image Design (portfolio),#538,,,,,,,,Arts,Audio and Music Production,DK865,301,,,,301,,367,8,Dundalk Institute of Technology,,,
AD103,Textile and Surface Design and Jewellery and Objec,#505,,,,,,,,Health,General Nursing,DK870,403,,401,,397,*,419,8,Dundalk Institute of Technology,,,
AD202,Education and Design or Fine Art (Second Level Tea,#591,,,,,,,,Health,Intellectual Disability Nursing,DK872,336,,,,336,,358,8,Dundalk Institute of Technology,,,
AD204,Fine Art (portfolio),#514,,,,,,,,Health,Mental Health Nursing,DK874,356,,,,356,,379,8,Dundalk Institute of Technology,,,
AD211,Fashion Design (portfolio),#760,#679,,,,,,,Welfare,Early Childhood Studies,DK876,321,,,,321,,388,8,Dundalk Institute of Technology,,,
AD212,Product Design (portfolio),#413,,,,,,,,Health,Midwifery,DK877,440,,,,440,,470,8,Dundalk Institute of Technology,,,
AD215,Visual Culture,337,300,,,,,,,Health,Health and Physical Activity,DK880,328,,,,328,,389,8,Dundalk Institute of Technology,,,
AD217,Illustration (portfolio),#738,,,,,,,,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agriculture (Award options),DK882,310,,,,310,,380,8,Dundalk Institute of Technology,,,
AD222,Interaction Design (portfolio),#444,,,,,,,,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (Award options),DK883,358,,321,,300,,370,8,Dundalk Institute of Technology,,,
NC003,Computing (Degree Award options),271,,,,,,,,Agriculture,Sustainable Agriculture,DK884,,,,,,,,8,Dundalk Institute of Technology,,,
NC005,Human Resource Management,301,,,,,,,,Manufacturing and processing,Agri-Food Production,DK885,,,,,,,,8,Dundalk Institute of Technology,,,
NC009,Business,300,,,,,,,,Manufacturing and processing,Biopharmaceutical Science,DK886,301,,,,301,,338,8,Dundalk Institute of Technology,,,
NC010,Psychology,420,,,,,,,,Environment,Environmental Science,DK887,330,,,,330,,589,8,Dundalk Institute of Technology,,,
NC020,Marketing Practice,270,,,,,,,,Humanities (except languages),"English, Media and Cultural Studies",DL821,212,,212,,212,,347,8,"Dun Laoghaire Institute of Art, Design and Technology",,avp,
NC022,Accounting and Finance,330,,,,,,,,Business and administration,Arts Management,DL822,229,,229,,235,,337,8,"Dun Laoghaire Institute of Art, Design and Technology",,avp,v
NC023,Technology Management (with specialisations),266,,,,,,,,Business and administration,Business Management,DL823,235,,,,237,,325,8,"Dun Laoghaire Institute of Art, Design and Technology",,,
NC030,Early Childhood Education and Care,251,251,,,,,,,Social and behavioural sciences,Applied Psychology,DL825,379,,,,379,,434,8,"Dun Laoghaire Institute of Art, Design and Technology",,,
RC001,Medicine - Undergraduate Entry (HPAT required),#741,#740*,,,,,,,Arts,Visual Communication Design,DL826,855,,,,855,,1024,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
RC004,Physiotherapy,589*,589*,,,,,,,Arts,Art,DL827,572,,,,572,,941,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
RC005,Pharmacy,613*,613,,,,,,,Arts,"3D Design, Modelmaking and Digital Art",DL828,506,,,,538,,920,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
NM801,Montessori Education,262,,,,,,,,Arts,Design for Stage and Screen (Costume Design),DL829,593,,,,593,,947,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
NM802,Psychology,228,,,,,,,,Arts,Design for Stage and Screen (Character Makeup Design),DL830,939,,,,939,,968,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
TU801,Sustainable Energy Engineering,235,,,,,,,,Arts,Design for Stage and Screen (Production Design),DL831,781,,,,781,,1026,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
TU802,Electrical Services and Energy Management,309,,,,,,,,Arts,Animation,DL832,920,,,,920,,1022,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
TU804,Engineering (Common Entry with Award options),270,,,,,,,,Arts,Photography,DL833,650,,,,667,,854,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
TU805,Engineering (General Entry),466,465,,,,,,,Arts,Film and Television Production,DL834,990,,,,990,,1040,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
TU807,Computer Engineering in Mobile Systems,274,,,,,,,,Information and Communication Technologies (ICTs),Creative Computing,DL836,219,,,,219,,300,8,"Dun Laoghaire Institute of Art, Design and Technology",,,
TU810,Mechatronic Engineering,271,,,,,,,,Humanities (except languages),New Media Studies,DL837,201,,,,201,,316,8,"Dun Laoghaire Institute of Art, Design and Technology",,,
TU811,Product Design,440,434,,,,,,,Arts,Creative Music Production,DL838,754,,,,754,,972,8,"Dun Laoghaire Institute of Art, Design and Technology",#,,
TU812,Design Technology and Innovation,278,,,,,,,,Information and Communication Technologies (ICTs),Interaction and User Experience Design,DL839,683,,683,,683,,990,8,"Dun Laoghaire Institute of Art, Design and Technology",#,avp,
TU814,Sustainable Transport Management,253,253,,,,,,,Business and administration,Digital Marketing,DL840,228,,228,,228,,327,8,"Dun Laoghaire Institute of Art, Design and Technology",,avp,
TU828,Mechanical Engineering (General Entry),300,,,,,,,,Arts,English and Equality Studies,DL841,276,,,,276,,341,8,"Dun Laoghaire Institute of Art, Design and Technology",,avp,
TU829,Electronic Engineering (General Entry),248,248,,,,,,,Architecture and construction,Architecture,DN100,510,,,,510,,541,8,University College Dublin (NUI),,,
TU831,Architectural Technology,423,,,,,,,,Architecture and construction,Landscape Architecture,DN120,407,,,,407,,453,8,University College Dublin (NUI),,,
TU832,Architecture (Suitability Test and Interview),#644,#638,,,,,,,Architecture and construction,City Planning and Environmental Policy,DN130,407,,400,,390,,432,8,University College Dublin (NUI),,,
TU833,Construction Management,396,,,,,,,,Engineering and engineering trades,Engineering (Common Entry),DN150,531,,521,,520,*,565,8,University College Dublin (NUI),,,
TU834,Geographic Science,315,,,,,,,,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (options),DN200,533,,,,533,,567,8,University College Dublin (NUI),,,
TU835,Planning and Environmental Management,330,,,,,,,,Information and Communication Technologies (ICTs),Computer Science (Common Entry),DN201,510,,,,510,,542,8,University College Dublin (NUI),,,
TU836,Property Economics (Valuation Surveying),411,,,,,,,,Mathematics and statistics,Actuarial and Financial Studies,DN230,601,,,,601,,613,8,University College Dublin (NUI),,,
TU837,Quantity Surveying and Construction Economics,413,,,,,,,,Environment,Sustainability,DN240,440,,,,440,,498,8,University College Dublin (NUI),,,
TU838,Sustainable Timber Technology,307,271,,,,,,,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science (options),DN250,456,,455,,453,,488,8,University College Dublin (NUI),,,
