,2021,,,,,,,,,2020,,,,,,,,eos,mid,,,,,
COURSE CODE2,COURSE TITLE,r1,r2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
TU851,Analytical Chemistry (Environmental  Forensic and,400,,,,,,,,Agriculture,Dairy Business,DN252,410,,,,410,,455,8,University College Dublin (NUI),,,
TU852,Chemical Sciences with Medicinal Chemistry,477,,,,,,,,Environment,Agri - Environmental Sciences,DN253,418,,,,413,,443,8,University College Dublin (NUI),,,
TU854,Science (General Entry),510,,,,,,,,Agriculture,Food Science,DN261,477,,,,476,*,495,8,University College Dublin (NUI),,,
TU855,Science with Nanotechnology,322,,,,,,,,Health,Human Nutrition,DN262,531,,,,531,,553,8,University College Dublin (NUI),,,
TU856,Computer Science,499,,,,,,,,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,DN271,311,,,,311,,359,8,University College Dublin (NUI),,,
TU857,Computer Science (Infrastructure),403,,,,,,,,Agriculture,"Horticulture, Landscape and Sportsturf Management",DN272,297,,282,,282,,378,8,University College Dublin (NUI),,,
TU858,Computer Science (International),395,,,,,,,,Veterinary,Veterinary Medicine - Undergraduate Entry,DN300,589,,,,589,,602,8,University College Dublin (NUI),#,,
TU859,Computing,251,,,,,,,,Veterinary,Veterinary Medicine - Graduate Entry (GAMSAT required),DN301,,,,,#,,,8,University College Dublin (NUI),#,,
TU860,Computing (Information Technology),270,,,,,,,,Veterinary,Veterinary Nursing,DN310,478,,477,,466,*,489,8,University College Dublin (NUI),,,
TU861,Computing with Language (French/German/Spanish),235,235,,,,,,,Health,Medicine - Undergraduate Entry (HPAT required),DN400,737,,736,*,736,*,748,8,University College Dublin (NUI),#,,
TU862,Computing with Artificial Intelligence Machine Lea,262,,,,,,,,Health,Medicine - Graduate Entry (GAMSAT required),DN401,,,,,58,*,61,8,University College Dublin (NUI),#,,
TU863,Digital Forensics and Cyber Security,282,,,,,,,,Health,Radiography,DN410,534,,532,*,531,*,543,8,University College Dublin (NUI),,,
TU864,DNA and Forensic Analysis,500,441,,,,,,,Health,Radiography - Graduate Entry,DN411,,,,,#,,,8,University College Dublin (NUI),#,,
TU865,Cloud Computing,235,,,,,,,,Health,Physiotherapy,DN420,578,,577,*,568,,589,8,University College Dublin (NUI),,,
TU866,Biomedical and Molecular Diagnostics,522,,,,,,,,Health,Health and Performance Science,DN425,510,,509,*,507,,521,8,University College Dublin (NUI),,,
TU867,Biomedical Science,576,566*,,,,,,,Business and administration,Sport and Exercise Management,DN430,455,,445,,433,,455,8,University College Dublin (NUI),,,
TU868,Clinical Measurement Science,542,,,,,,,,Biological and related sciences,"Biomedical, Health and Life Sciences",DN440,590,,589,*,589,*,601,8,University College Dublin (NUI),,,
TU869,Environmental Health,387,,,,,,,,Health,General Nursing,DN450,429,*,424,,421,,445,8,University College Dublin (NUI),,,
TU870,Human Nutrition and Dietetics,601*,,,,,,,,Health,Children`s and General Nursing (Integrated),DN451,509,,506,,499,,529,8,University College Dublin (NUI),,,
TU871,Optometry,532,,,,,,,,Health,Midwifery,DN452,489,,476,,473,,499,8,University College Dublin (NUI),,,
TU872,Public Health Nutrition,487,,,,,,,,Health,Mental Health Nursing,DN453,397,,393,,393,,412,8,University College Dublin (NUI),,,
TU874,Mathematical Sciences,294,294,,,,,,,Arts,Joint Honours (options),DN520,310,,,,310,,409,8,University College Dublin (NUI),,,
TU875,Pharmaceutical Healthcare,451,,,,,,,,Humanities (except languages),Humanities (options),DN530,340,,336,,326,,419,8,University College Dublin (NUI),,,
TU876,Pharmaceutical Science,445,,,,,,,,Languages,Modern Languages (options),DN541,303,,,,300,,443,8,University College Dublin (NUI),,,
TU877,Physics Technology,314,314,,,,,,,Law,Law (options),DN600,546,,544,,543,*,566,8,University College Dublin (NUI),,,
TU878,Physics with Energy and Environment,339,,,,,,,,Business and administration,Business and Law,DN610,545,,,,544,,577,8,University College Dublin (NUI),,,
TU879,Physics with Medical Physics and Bioengineering,346,,,,,,,,Business and administration,Commerce,DN650,521,*,521,*,521,*,543,8,University College Dublin (NUI),,,
TU880,Physics with Data Science,412,,,,,,,,Business and administration,Commerce International (options),DN660,517,,511,,510,*,531,8,University College Dublin (NUI),,,
TU881,Food Innovation,309,,,,,,,,Business and administration,Economics and Finance,DN670,613,,,,613,,625,8,University College Dublin (NUI),,,
TU882,Nutraceuticals in Health and Nutrition,380,,,,,,,,Social and behavioural sciences,Social Sciences (options),DN700,421,,419,,418,,466,8,University College Dublin (NUI),,,
TU902,Business (options),270,,,,,,,,Social and behavioural sciences,Economics,DN710,498,*,498,*,498,*,510,8,University College Dublin (NUI),,,
TU903,Business and Management,477,,,,,,,,Social and behavioural sciences,Psychology,DN720,530,,522,*,522,*,543,8,University College Dublin (NUI),,,
TU904,Business and Law,462,,,,,,,,Social and behavioural sciences,Social Policy and Sociology,DN750,378,,,,377,,408,8,University College Dublin (NUI),,,
TU905,Economics and Finance,460,,,,,,,,Business and administration,Accounting,GA181,309,,,,309,,403,8,Galway-Mayo Institute of Technology,,,
TU906,Human Resource Management,386,377,,,,,,,Business and administration,Business,GA182,287,,,,287,,347,8,Galway-Mayo Institute of Technology,,,
TU907,Logistics and Supply Chain Management,300,,,,,,,,Information and Communication Technologies (ICTs),Business Information Systems,GA183,296,,,,296,,356,8,Galway-Mayo Institute of Technology,,,
TU910,Accounting,420,,,,,,,,Business and administration,Marketing and Sales,GA184,307,,,,307,,357,8,Galway-Mayo Institute of Technology,,,
TU912,Business Analytics,331,311,,,,,,,Business and administration,Finance and Economics,GA185,293,,,,293,,392,8,Galway-Mayo Institute of Technology,,,
TU914,Business Computing,322,,,,,,,,Business and administration,Business with Entrepreneurship,GA186,280,,,,280,,356,8,Galway-Mayo Institute of Technology,,,
TU917,Law (LLB ) with a Language,356,,,,,,,,Agriculture,Rural Enterprise and Agri-Business,GA187,281,,,,281,,352,8,Galway-Mayo Institute of Technology,,,
TU918,Law (LLB),463,,,,,,,,Arts,Film and Documentary,GA281,304,,,,304,,379,8,Galway-Mayo Institute of Technology,,,
TU919,Advertising and Marketing Communications,219,,,,,,,,Social and behavioural sciences,Heritage Studies,GA282,220,,,,220,,281,8,Galway-Mayo Institute of Technology,,,
TU920,Digital Marketing,270,,,,,,,,Arts,Contemporary Art,GA283,679,,,,679,,870,8,Galway-Mayo Institute of Technology,#,,
TU921,Digital Marketing Technologies,230,,,,,,,,Arts,Design,GA284,303,,,,303,,356,8,Galway-Mayo Institute of Technology,,,
TU922,Marketing,412,,,,,,,,Education,"Education (Art, Design and Graphics)",GA285,,,,,,,,8,Galway-Mayo Institute of Technology,,,
TU924,E-Commerce in Retailing,307,,,,,,,,Personal services,International Hotel Management,GA380,242,,,,242,,330,8,Galway-Mayo Institute of Technology,,,
TU925,Retail and Services Management,307,,,,,,,,Personal services,International Tourism Management,GA381,278,,,,278,,350,8,Galway-Mayo Institute of Technology,,,
TU932,Business (options),211,,,,,,,,Manufacturing and processing,Culinary and Gastronomic Science,GA382,206,,,,206,,337,8,Galway-Mayo Institute of Technology,,,
TU933,Accounting and Finance (campus options),251,,,,,,,,Personal services,Event Management with Public Relations,GA384,212,,,,212,,328,8,Galway-Mayo Institute of Technology,,,
TU935,Sports Management and Coaching,300,,,,,,,,Architecture and construction,Construction Management,GA480,260,,,,260,,336,8,Galway-Mayo Institute of Technology,,,
TU936,Sports Science and Health,484,,,,,,,,Architecture and construction,Quantity Surveying and Construction Economics,GA482,288,,,,288,,350,8,Galway-Mayo Institute of Technology,,,
TU941,Botanical Cuisine,311,,,,,,,,Architecture and construction,Architectural Technology,GA483,265,,,,265,,337,8,Galway-Mayo Institute of Technology,,,
TU942,Culinary Arts,252,,,,,,,,Architecture and construction,Civil Engineering,GA484,290,,,,290,,383,8,Galway-Mayo Institute of Technology,,,
TU943,Culinary Entrepreneurship,261,,,,,,,,Engineering and engineering trades,Software and Electronic Engineering,GA580,300,,,,300,,393,8,Galway-Mayo Institute of Technology,,,
TU944,Culinary Science,336,,,,,,,,Engineering and engineering trades,Mechanical Engineering,GA680,330,,,,330,,401,8,Galway-Mayo Institute of Technology,,,
TU951,International Hospitality and Tourism Management,244,,,,,,,,Engineering and engineering trades,Energy Engineering,GA681,293,,,,293,,366,8,Galway-Mayo Institute of Technology,,,
TU952,International Hospitality Management,309,,,,,,,,Engineering and engineering trades,Biomedical Engineering,GA682,313,,,,313,,393,8,Galway-Mayo Institute of Technology,,,
TU953,Tourism and Digital Marketing,308,,,,,,,,Engineering and engineering trades,Agricultural Engineering,GA683,309,,,,309,,385,8,Galway-Mayo Institute of Technology,,,
TU954,Event Management,326,,,,,,,,Engineering and engineering trades,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),GA684,340,,,,340,,405,8,Galway-Mayo Institute of Technology,,,
TU955,Sports and Leisure Management,275,,,,,,,,Manufacturing and processing,Manufacturing Engineering Design,GA685,309,,,,309,,379,8,Galway-Mayo Institute of Technology,,,
TU961,Commercial Modern Music (BIMM - assessment/auditio,#536,#536,,,,,,,Biological and related sciences,Applied Freshwater and Marine Biology,GA780,327,,,,327,,377,8,Galway-Mayo Institute of Technology,,,
TU962,Drama (Performance  audition),#448,,,,,,,,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,337,,,,337,,390,8,Galway-Mayo Institute of Technology,,,
TU963,Music (audition),#364,,,,,,,,Environment,Chemical and Pharmaceutical Science,GA782,336,,,,336,,388,8,Galway-Mayo Institute of Technology,,,
TU965,International Business and Languages,357,,,,,,,,Physical sciences,Physics and Instrumentation,GA783,363,,,,363,,408,8,Galway-Mayo Institute of Technology,,,
TU967,Languages and International Tourism,298,,,,,,,,Biological and related sciences,Science (Undenominated),GA784,372,,,,372,,403,8,Galway-Mayo Institute of Technology,,,
TU973,Design - Visual Communication (portfolio),#700,,,,,,,,Health,Medical Science,GA785,473,,,,473,,500,8,Galway-Mayo Institute of Technology,,,
TU974,Fine Art (portfolio),#549,,,,,,,,Physical sciences,Forensic Science and Analysis,GA786,317,,,,317,,387,8,Galway-Mayo Institute of Technology,,,
TU975,Interior Design (portfolio),#544,,,,,,,,Information and Communication Technologies (ICTs),Computing in Software Development,GA787,270,,,,270,,315,8,Galway-Mayo Institute of Technology,,,
TU976,Photography (portfolio),#700,,,,,,,,Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,274,,,,282,,356,8,Galway-Mayo Institute of Technology,,,
TU978,Creative Industries and Visual Culture,299,,,,,,,,Agriculture,Agriculture and Environmental Management,GA789,287,,,,289,,371,8,Galway-Mayo Institute of Technology,,,
TU981,Creative Digital Media,280,,,,,,,,Personal services,Sport and Exercise Science,GA790,356,,,,356,,409,8,Galway-Mayo Institute of Technology,,,
TU982,Media Production and Digital Arts,369,,,,,,,,Biological and related sciences,Public Health Nutrition,GA791,368,,,,368,,409,8,Galway-Mayo Institute of Technology,,,
TU983,Film and Broadcasting,462,453,,,,,,,Health,General Nursing,GA880,429,*,422,*,422,*,441,8,Galway-Mayo Institute of Technology,,,
TU984,Game Design,414,,,,,,,,Health,Psychiatric Nursing,GA882,367,,,,367,,377,8,Galway-Mayo Institute of Technology,,,
TU985,Journalism,367,,,,,,,,Personal services,Outdoor Education,GA885,252,,,,252,,262,8,Galway-Mayo Institute of Technology,,avp,
TU989,Early Childhood Care and Education (campus options,270,,,,,,,,Humanities (except languages),History and Geography,GA887,244,,,,244,,380,8,Galway-Mayo Institute of Technology,,,
TU991,Applied Social Studies in Social Care,326,,,,,,,,Welfare,Applied Social Care,GA889,266,,,,266,,298,8,Galway-Mayo Institute of Technology,,,
TU992,Community Development and Youth Work,251,,,,,,,,Education,Early Childhood Education and Care,GA890,270,,,,270,,327,8,Galway-Mayo Institute of Technology,,,
TU995,Early Childhood Education,378,,,,,,,,Environment,Geography and Outdoor Education,GA891,244,,,,244,,391,8,Galway-Mayo Institute of Technology,,avp,
TU996,Social Care,407,,,,,,,,Education,Education (Design Graphics and Construction),GA980,377,,,,377,,411,8,Galway-Mayo Institute of Technology,,,
TU997,Applied Social Care,320,,,,,,,,Arts,"Furniture Design, Making and Technology - Common Entry",GA984,284,,,,284,,369,8,Galway-Mayo Institute of Technology,,,
TR002,Music,508,477*,,,,,,,Business and administration,Business Studies,GC200,252,,252,,252,,369,8,Griffith College,,avp,
TR003,History,552,543*,,,,,,,Business and administration,Accounting and Finance,GC201,303,,303,,303,,388,8,Griffith College,,avp,
TR004,Law,590*,589,,,,,,,Information and Communication Technologies (ICTs),Computing Science,GC230,335,,325,,325,,393,8,Griffith College,,avp,
TR005,Philosophy,510,497,,,,,,,Journalism and information,Communications and Media Production,GC250,,,,,,,,8,Griffith College,,avp,
TR006,Psychology,601*,590,,,,,,,Business and administration,Business Studies,GC300,429,,,,390,,432,8,Griffith College,,avp,
TR007,Clinical Speech and Language Studies,564*,,,,,,,,Business and administration,Accounting & Finance,GC301,253,,253,,253,,346,8,Griffith College,,avp,
TR009,Music Education,#496,#486,,,,,,,Business and administration,Business Studies - HRM,GC302,,,,,,,,8,Griffith College,,avp,
TR015,Philosophy  Political Science  Economics and Socio,613*,613*,,,,,,,Personal services,International Hospitality Management,GC305,253,,253,,253,,253,8,Griffith College,,avp,
TR016,Deaf Studies,389,,,,,,,,Business and administration,Business Studies,GC400,248,,248,,248,,281,8,Griffith College,,avp,
TR018,Law and French,602*,602,,,,,,,Business and administration,Accounting and Finance,GC401,240,,227,,202,,343,8,Griffith College,,avp,
TR019,Law and German,577,567,,,,,,,Business and administration,Business Studies (HRM),GC402,264,,236,,218,,236,8,Griffith College,,avp,
TR021,Classics  Ancient History and Archaeology,467,462,,,,,,,Law,Law,GC403,244,,228,,228,,328,8,Griffith College,,avp,
TR022,Early and Modern Irish,377,,,,,,,,Business and administration,Business Studies (Marketing),GC407,280,,280,,218,,321,8,Griffith College,,avp,
TR023,English Studies,546,541*,,,,,,,Information and Communication Technologies (ICTs),Computing Science,GC430,252,,220,,220,,298,8,Griffith College,,avp,
TR024,European Studies,566,,,,,,,,Journalism and information,Communications and Media Production,GC450,254,,254,,254,,280,8,Griffith College,,avp,
TR025,Drama and Theatre Studies,#543,#519,,,,,,,Arts,Design Communication (portfolio),GC462,,,,,,,,8,Griffith College,#,,
TR028,Ancient and Medieval History and Culture,498,463,,,,,,,Arts,Interior Architecture (portfolio),GC489,254,,,,254,,301,8,Griffith College,#,avp,
TR031,Mathematics,579,578,,,,,,,Arts,Fashion Design (portfolio),GC494,337,,217,,217,,412,8,Griffith College,#,avp,
TR032,Engineering,556,555,,,,,,,Arts,Arts (Joint-Honours),GY101,300,,,,300,,391,8,"National University of Ireland, Galway",,,
TR033,Computer Science,566*,549,,,,,,,Social and behavioural sciences,Arts (Psychology),GY104,523,,520,,519,,542,8,"National University of Ireland, Galway",,,
TR034,Management Science and Information Systems Studies,625*,625*,,,,,,,Humanities (except languages),Arts (History),GY105,301,,,,301,,377,8,"National University of Ireland, Galway",,,
TR035,Theoretical Physics,590,589*,,,,,,,Languages,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY107,409,,,,409,,456,8,"National University of Ireland, Galway",,,
TR038,Engineering with Management,589*,589*,,,,,,,Education,Arts (Mathematics and Education),GY109,403,,,,403,,466,8,"National University of Ireland, Galway",,,
TR039,Computer Science  Linguistics and a Language,443,,,,,,,,Social and behavioural sciences,Arts with Children`s Studies,GY110,357,,,,357,,418,8,"National University of Ireland, Galway",,,
TR040,Middle Eastern and European Languages and Cultures,520,499,,,,,,,Arts,Arts with Creative Writing,GY111,330,,,,330,,492,8,"National University of Ireland, Galway",,,
TR041,Religion,417,,,,,,,,Arts,Arts with Film Studies,GY112,321,,,,321,,399,8,"National University of Ireland, Galway",,,
TR042,Film,531,522,,,,,,,Social and behavioural sciences,Arts with Human Rights,GY113,368,,,,368,,422,8,"National University of Ireland, Galway",,,
TR043,History of Art and Architecture,498,486,,,,,,,Arts,Arts with Performing Arts Studies,GY115,387,,,,387,,443,8,"National University of Ireland, Galway",,,
TR051,Medicine (HPAT required),#743*,#743*,,,,,,,Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,451,,,,451,,492,8,"National University of Ireland, Galway",,,
TR052,Dental Science,625*,625*,,,,,,,Journalism and information,Arts (Journalism),GY119,400,,,,400,,465,8,"National University of Ireland, Galway",,,
TR053,Physiotherapy,590*,,,,,,,,Social and behavioural sciences,"Arts (Child, Youth and Family: Policy and Practice)",GY120,350,,,,350,,397,8,"National University of Ireland, Galway",,,
TR054,Occupational Therapy,578*,577*,,,,,,,Social and behavioural sciences,Arts (Children`s Studies),GY121,356,,,,356,,419,8,"National University of Ireland, Galway",,,
TR055,Radiation Therapy,577,566,,,,,,,Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,361,,,,361,,453,8,"National University of Ireland, Galway",,,
TR056,Human Health and Disease,601*,,,,,,,,Social and behavioural sciences,Applied Social Sciences,GY123,358,,,,358,,410,8,"National University of Ireland, Galway",,,
TR060,Biological and Biomedical Sciences,578*,577*,,,,,,,Information and Communication Technologies (ICTs),Arts (Arts with Data Science),GY124,454,,,,454,,490,8,"National University of Ireland, Galway",,,
TR061,Chemical Sciences,558,554*,,,,,,,Arts,Arts (Digital Arts and Technology),GY125,328,,,,328,,347,8,"National University of Ireland, Galway",,,
TR062,Geography and Geoscience,495,,,,,,,,Languages,Arts (English and Media Studies),GY126,391,,,,391,,462,8,"National University of Ireland, Galway",,,
TR063,Physical Sciences,554,543,,,,,,,Arts,Arts (Film and Digital Media),GY127,401,,,,401,,462,8,"National University of Ireland, Galway",,,
TR064,Environmental Science and Engineering,555,,,,,,,,Languages,Arts (Global Languages),GY128,352,,,,352,,476,8,"National University of Ireland, Galway",,,
TR072,Pharmacy,613*,613*,,,,,,,Arts,Arts (International),GY129,420,,,,420,,462,8,"National University of Ireland, Galway",,,
TR080,Global Business,613*,,,,,,,,Arts,Arts (Music),GY130,408,,,,408,,495,8,"National University of Ireland, Galway",,,
TR081,Business  Economic and Social Studies (BESS),577,567*,,,,,,,Humanities (except languages),Arts (History and Globalisation Studies),GY131,360,,,,360,,440,8,"National University of Ireland, Galway",,,
TR084,Social Studies (Social Work),497,487*,,,,,,,Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,407,,,,407,,435,8,"National University of Ireland, Galway",,,
TR085,Business Studies and French,564,,,,,,,,Education,Education (Computer Science and Mathematical Studies),GY133,422,,,,422,,498,8,"National University of Ireland, Galway",,,
TR086,Business Studies and German,530,,,,,,,,Physical sciences,Geography and Geosystems,GY134,410,,,,410,,445,8,"National University of Ireland, Galway",,,
TR087,Business Studies and Russian,487,,,,,,,,Business and administration,Commerce,GY201,433,,,,433,,466,8,"National University of Ireland, Galway",,,
TR089,Business Studies and Polish,391,,,,,,,,Business and administration,Commerce (International) with French,GY202,484,,,,484,,511,8,"National University of Ireland, Galway",,,
TR090,Business Studies and Spanish,566,,,,,,,,Business and administration,Commerce (International) with German,GY203,489,,,,489,,566,8,"National University of Ireland, Galway",,,
TR091,General Nursing (Meath and St James`s),462,456*,,,,,,,Business and administration,Commerce (International) with Spanish,GY204,495,,,,495,,511,8,"National University of Ireland, Galway",,,
TR093,General Nursing (Adelaide School of Nursing),#473,,,,,,,,Business and administration,Business Information Systems (Work Placement & Optional Int`l Study),GY206,465,,,,465,,488,8,"National University of Ireland, Galway",,,
TR095,Mental Health Nursing,442,,,,,,,,Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,509,,,,509,,543,8,"National University of Ireland, Galway",,,
TR097,Intellectual Disability Nursing,412,410,,,,,,,Business and administration,Commerce (Gaeilge),GY208,473,,,,473,,511,8,"National University of Ireland, Galway",,,
TR911,Children`s and General Nursing (Integrated),531*,,,,,,,,Business and administration,Commerce (Global Experience),GY209,530,,,,530,,554,8,"National University of Ireland, Galway",,,
TR913,Midwifery,521,,,,,,,,Law,Law and Business,GY250,487,,,,487,,510,8,"National University of Ireland, Galway",,,
DN100,Architecture,555,,,,,,,,Law,Law (BCL),GY251,499,,,,499,,518,8,"National University of Ireland, Galway",,,
DN120,Landscape Architecture,463,435,,,,,,,Law,Law (BCL) and Human Rights,GY252,520,,,,520,,541,8,"National University of Ireland, Galway",,,
DN130,City Planning and Environmental Policy,445,424,,,,,,,Law,Law and Taxation,GY253,509,,,,509,,543,8,"National University of Ireland, Galway",,,
DN150,Engineering (Common Entry),565*,,,,,,,,Law,"Law (BCL), Criminology and Criminal Justice",GY254,530,,,,530,,554,8,"National University of Ireland, Galway",,,
DN200,Science (options),577,567,,,,,,,Business and administration,"Business Studies (International Hotel Management, interview)",GY261,497,,,,497,,611,8,"National University of Ireland, Galway",#,,
DN201,Computer Science (Common Entry),554,549,,,,,,,Business and administration,"Commerce (International Hotel Management, interview)",GY262,681,,,,681,,724,8,"National University of Ireland, Galway",#,,
DN230,Actuarial and Financial Studies,613*,613*,,,,,,,Biological and related sciences,Science,GY301,433,,432,,432,,487,8,"National University of Ireland, Galway",,,
DN240,Sustainability,510,,,,,,,,Biological and related sciences,Biomedical Science,GY303,556,,,,556,,589,8,"National University of Ireland, Galway",,,
DN250,Agricultural Science (options),454,444,,,,,,,Engineering and engineering trades,Biotechnology,GY304,465,,,,465,,498,8,"National University of Ireland, Galway",,,
DN261,Food Science,531,,,,,,,,Environment,Environmental Science,GY308,408,,,,408,,484,8,"National University of Ireland, Galway",,,
DN262,Human Nutrition,566,,,,,,,,Mathematics and statistics,Financial Mathematics and Economics,GY309,487,,,,487,,532,8,"National University of Ireland, Galway",,,
DN300,Veterinary Medicine - Undergraduate Entry,#601*,,,,,,,,Physical sciences,Marine Science,GY310,419,,,,419,,476,8,"National University of Ireland, Galway",,,
DN310,Veterinary Nursing,521,509,,,,,,,Hygiene and occupational health services,Environmental Health and Safety,GY313,412,,,,412,,440,8,"National University of Ireland, Galway",,,
DN400,Medicine - Undergraduate Entry (HPAT required),#743*,,,,,,,,Physical sciences,Earth and Ocean Sciences,GY314,403,,,,403,,444,8,"National University of Ireland, Galway",,,
DN410,Radiography,566*,566*,,,,,,,Biological and related sciences,Biopharmaceutical Chemistry,GY318,509,,,,509,,542,8,"National University of Ireland, Galway",,,
DN420,Physiotherapy,601*,601*,,,,,,,Mathematics and statistics,Mathematical Science,GY319,476,,,,476,,566,8,"National University of Ireland, Galway",,,
DN425,Health and Performance Science,544,543,,,,,,,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,402,,,,402,,478,8,"National University of Ireland, Galway",,,
DN430,Sport and Exercise Management,484,476,,,,,,,Biological and related sciences,Genetics and Genomics,GY321,508,,,,508,,532,8,"National University of Ireland, Galway",,,
DN440,Biomedical  Health and Life Sciences,613*,613*,,,,,,,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,403,,,,403,,454,8,"National University of Ireland, Galway",,,
DN450,General Nursing,462*,,,,,,,,Engineering and engineering trades,Engineering (Undenominated),GY401,465,,,,465,,511,8,"National University of Ireland, Galway",,,
DN451,Children`s and General Nursing (Integrated),533,,,,,,,,Architecture and construction,Civil Engineering,GY402,455,,,,455,,499,8,"National University of Ireland, Galway",,,
DN452,Midwifery,510,509*,,,,,,,Engineering and engineering trades,Mechanical Engineering,GY405,454,,,,454,,509,8,"National University of Ireland, Galway",,,
DN453,Mental Health Nursing,442,,,,,,,,Engineering and engineering trades,Electronic and Computer Engineering,GY406,510,,,,510,,544,8,"National University of Ireland, Galway",,,
DN520,Joint Honours (options),381,378,,,,,,,Engineering and engineering trades,Biomedical Engineering,GY408,509,,,,509,,554,8,"National University of Ireland, Galway",,,
DN530,Humanities (options),397,388,,,,,,,Architecture and construction,Project and Construction Management,GY410,403,,,,403,,456,8,"National University of Ireland, Galway",,,
DN541,Modern Languages (options),320,,,,,,,,Engineering and engineering trades,Energy Systems Engineering,GY413,502,,,,502,,531,8,"National University of Ireland, Galway",,,
DN600,Law (options),576,567*,,,,,,,Engineering and engineering trades,Electrical and Electronic Engineering,GY414,405,,,,405,,429,8,"National University of Ireland, Galway",,,
DN610,Business and Law,573,567,,,,,,,Health,"Medicine (five year/six year course, HPAT required)",GY501,728,*,,,728,,731,8,"National University of Ireland, Galway",#,,
DN650,Commerce,555,,,,,,,,Health,Occupational Therapy,GY502,555,,,,555,,567,8,"National University of Ireland, Galway",,,
DN660,Commerce International (options),555,554*,,,,,,,Health,Speech and Language Therapy,GY503,543,,,,543,,554,8,"National University of Ireland, Galway",,,
DN670,Economics and Finance,625*,625,,,,,,,Health,Podiatric Medicine,GY504,443,,,,443,,476,8,"National University of Ireland, Galway",,,
DN700,Social Sciences (options),475,474,,,,,,,Health,General Nursing (Galway and Portiuncula),GY515,476,,473,,473,,496,8,"National University of Ireland, Galway",,,
DN710,Economics,534,532*,,,,,,,Health,Mental Health Nursing,GY516,440,,,,440,,467,8,"National University of Ireland, Galway",,,
DN720,Psychology,566,564,,,,,,,Health,Midwifery,GY517,495,,,,495,,518,8,"National University of Ireland, Galway",,,
DN750,Social Policy and Sociology,421,,,,,,,,Business and administration,Accounting and Finance,ID001,203,,,,203,,253,8,ICD Business School,,avp,
DK810,Accounting and Finance,307,307,,,,,,,Business and administration,Business Studies,ID002,294,,,,294,,309,8,ICD Business School,,avp,
DK816,Business Studies,301,301,,,,,,,Arts,"Art and Design (Common Entry, portfolio)",LC110,740,,,,740,,961,8,Limerick Institute of Technology,#,,
DK820,Computing in Games Development,309,309,,,,,,,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,880,,,,880,,1029,8,Limerick Institute of Technology,#,,
DK821,Computing in Software Development,320,316,,,,,,,Education,Art and Design Teacher Education (portfolio),LC115,942,,,,942,,1013,8,Limerick Institute of Technology,#,,
DK822,Augmented and Virtual Reality,320,320,,,,,,,Business and administration,Digital Marketing,LC220,262,,,,262,,298,8,Limerick Institute of Technology,,,
DK830,Building Surveying,305,,,,,,,,Law,Law and Taxation,LC223,307,,,,307,,356,8,Limerick Institute of Technology,,,
DK831,Architectural Technology,368,314,,,,,,,Business and administration,Accounting and Finance,LC224,300,,,,300,,371,8,Limerick Institute of Technology,,,
DK832,Construction Management,358,305,,,,,,,Business and administration,Marketing and Management,LC225,298,,,,298,,358,8,Limerick Institute of Technology,,,
DK843,Engineering (Common Entry),404,391,,,,,,,Business and administration,Enterprise and Innovation,LC226,234,,234,,234,,310,8,Limerick Institute of Technology,,avp,
DK844,Mechanical Engineering,336,336,,,,,,,Information and Communication Technologies (ICTs),Software Development,LC233,272,,,,272,,339,8,Limerick Institute of Technology,,,
DK845,Electrical and Electronic Engineering,331,331,,,,,,,Information and Communication Technologies (ICTs),Interactive Digital Media,LC234,225,,,,225,,307,8,Limerick Institute of Technology,,,
DK846,Civil Engineering,371,371,,,,,,,Information and Communication Technologies (ICTs),Internet Systems Development,LC236,262,,260,,260,,272,8,Limerick Institute of Technology,,,
DK850,International Tourism Management,303,303,,,,,,,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,LC239,307,,,,309,,371,8,Limerick Institute of Technology,,,
DK861,Arts,302,302,,,,,,,Architecture and construction,Construction Management,LC241,255,,,,255,,338,8,Limerick Institute of Technology,,,
DK862,Social Care,322,319,,,,,,,Architecture and construction,Property Valuation and Management,LC242,282,,,,282,,320,8,Limerick Institute of Technology,,,
DK863,Creative Media,336,320,,,,,,,Architecture and construction,Quantity Surveying,LC243,294,,,,298,,362,8,Limerick Institute of Technology,,,
DK864,Film and Television Production,308,,,,,,,,Architecture and construction,Built Environment (Common Entry),LC248,288,,,,288,,376,8,Limerick Institute of Technology,,,
